timestep,mean_reward_last_100,mean_episode_length_last_100
1000,4571.220335597108,6.79
2000,6377.603700716792,6.12
3000,6818.335739345746,5.01
4000,4648.507812634085,4.72
5000,4776.254446233896,4.61
6000,5190.941371602625,4.9
7000,5877.145048768242,4.72
8000,5652.7231835265375,4.67
9000,4150.950359016931,4.82
10000,5960.785039643167,4.84
11000,4696.29901217196,5.1
12000,3940.0577947757347,4.95
13000,5553.213230378061,4.92
14000,5410.700184830627,5.02
15000,4776.894749487207,4.83
16000,5376.347990554791,5.12
17000,6826.058290383768,5.05
18000,5224.402175520413,4.68
19000,5816.017280528067,4.63
20000,5256.047212699711,5.02
21000,3787.172240150349,5.18
22000,3139.263600571392,5.34
23000,7132.588359398637,5.03
24000,6530.132495183015,5.11
25000,5148.969669019975,4.82
26000,5827.914570259446,4.97
27000,6778.508757445054,5.15
28000,5044.794019837582,5.14
29000,4632.340717461789,5.11
30000,4799.249299463254,5.24
31000,4906.69915681197,5.14
32000,6374.05969040287,5.18
33000,4511.060689135806,5.26
34000,4444.013686290918,5.03
35000,6281.931021357953,5.25
36000,4087.924583149434,5.35
37000,3898.3883324482517,5.14
38000,4461.598537187061,5.21
39000,5220.798724868226,5.42
40000,5012.598533406372,5.1
41000,7339.415994940874,5.08
42000,5481.367330447746,5.27
43000,5214.597041896102,5.19
44000,4533.749778037245,5.27
45000,6819.67784371853,5.07
46000,3843.8898200525896,5.19
47000,5471.854370036167,5.12
48000,6225.667901139831,5.06
49000,4536.479172610596,5.11
50000,6672.349334557215,5.11
51000,5803.711481752701,5.17
52000,3666.251737534617,5.03
53000,3873.422759953768,5.14
54000,4295.2609168877525,5.2
55000,4522.344327884251,5.02
56000,4846.746598711055,5.39
57000,5469.379807150768,5.23
58000,5883.0050084911045,5.28
59000,3946.1872936371556,5.26
60000,6061.223193618932,5.33
61000,5015.411391934604,5.12
62000,6405.060972387388,5.15
63000,5255.132312379986,5.25
64000,4341.687906645055,5.33
65000,4128.083472004718,5.47
66000,5878.601498351757,5.56
67000,5836.049028333575,5.57
68000,5482.126282067492,5.34
69000,5048.7493678573555,5.49
70000,6158.621770071107,5.65
71000,6418.285921920718,6.64
72000,5971.214286507417,7.89
73000,4485.183399670995,9.55
74000,6054.590894191286,9.6
75000,3475.1819066443177,10.86
76000,3411.0278562927774,11.36
77000,3807.0597041350156,11.84
78000,5058.78306082741,12.17
79000,2929.297408526322,12.31
80000,4078.4636805282707,12.03
81000,3431.169789207413,12.1
82000,3217.630709893,12.37
83000,4818.924252681034,12.11
84000,4183.333513193032,12.31
85000,4112.991656321948,11.76
86000,4510.446037247353,11.76
87000,3873.868771407182,11.72
88000,4417.038578114722,12.04
89000,4523.089136453324,12.13
90000,3838.504474061086,11.67
91000,5119.957412855572,12.05
92000,5165.127733552848,12.05
93000,5057.021391720918,12.06
94000,4024.4381108249795,12.4
95000,3085.4362313449255,12.54
96000,3220.781675080315,12.64
97000,3765.8179871623033,12.18
98000,4306.618077021596,12.29
99000,3694.989498264991,12.38
100000,5292.668225796867,12.46
101000,5200.37637537824,12.05
102000,4896.324675191581,12.4
103000,3774.808094566126,12.53
104000,4420.334049066426,12.05
105000,4202.867584162359,11.86
106000,2879.805362815486,12.18
107000,3829.2341221049323,11.81
108000,3192.9545620768204,12.08
109000,4172.943291815011,12.39
110000,4655.187326909877,11.87
111000,2746.075304351796,11.96
112000,4021.819887015869,12.08
113000,3678.01689342788,12.38
114000,3446.661364280772,11.68
115000,4034.1804003195016,11.96
116000,4741.994091146925,12.15
117000,4006.2497711944407,12.09
118000,3868.897003974457,12.14
119000,2798.0147299735977,12.07
120000,4743.896804917556,12.26
121000,4324.987416589883,12.28
122000,4945.198468954038,12.21
123000,5270.312467873988,12.66
124000,5411.574738052013,12.27
125000,3927.9363112992,12.2
126000,4520.730343701635,12.23
127000,4368.521797242192,12.01
128000,5369.754479045751,12.18
129000,4545.310039590829,12.11
130000,5178.5234956053255,12.45
131000,3375.840848874621,11.92
132000,3338.47420989579,11.86
133000,3011.580868110184,12.06
134000,3170.963703367726,12.33
135000,3656.1027454173272,12.3
136000,3404.6577852775895,12.15
137000,3705.2477234087214,12.43
138000,4191.383812790255,12.18
139000,3288.9260230789687,12.26
140000,4145.204329983888,12.74
141000,5022.5852546067445,12.28
142000,4135.888874068112,12.51
143000,4665.736978411744,12.11
144000,4757.934149183498,12.25
145000,2483.7653389332086,12.45
146000,3957.394395581544,11.82
147000,3208.0139254669048,11.98
148000,4572.842751937682,12.05
149000,4576.696453755361,12.14
150000,4269.22092324598,12.41
151000,3879.393051972767,11.94
152000,4022.821898387562,12.42
153000,4293.5306010278955,12.19
154000,4695.815285096777,12.13
155000,3786.552596924083,12.12
156000,3083.6358141186006,12.36
157000,4863.505710800493,12.12
158000,4007.213037903801,11.84
159000,3926.5949433071137,12.17
160000,2762.1765113441897,12.52
161000,3353.537563870114,12.4
162000,4619.484044707668,12.09
163000,4657.982519735405,12.46
164000,4647.119292338463,11.9
165000,3575.0781067807793,11.92
166000,4170.2569428211855,12.04
167000,5138.263369415832,12.08
168000,3984.0801400432583,12.24
169000,4192.792786025584,12.22
170000,4510.039528016194,12.5
171000,4483.113870315396,12.29
172000,4184.174190256084,12.21
173000,4629.937106356381,11.88
174000,3711.0831973978165,12.46
175000,3923.3025942291915,11.84
176000,4040.003767669378,12.12
177000,4216.83934649473,12.09
178000,5124.304890420341,12.39
179000,4472.51712106077,12.08
180000,4092.6048694287515,12.11
181000,4000.437575560416,12.55
182000,3496.8148957887543,12.34
183000,3330.81979669544,11.97
184000,3467.10705840904,12.03
185000,4960.228869939988,11.7
186000,5140.485651709989,12.28
187000,4942.628075224727,12.03
188000,3696.253330932747,12.16
189000,3705.6828843435987,11.99
190000,4661.409581228893,11.95
191000,3645.5803530254107,12.48
192000,4155.876910344853,12.37
193000,2779.7546747800657,12.53
194000,3480.125077627266,12.8
195000,3101.560692996276,12.08
196000,3804.196985358482,12.28
197000,3639.4977076180035,12.32
198000,3685.632515425711,12.24
199000,3646.663795628485,12.03
200000,4315.971247973667,12.33
