timestep,mean_reward_last_100,mean_episode_length_last_100
1000,15660.663273000002,100.0
2000,13041.5630284,100.0
3000,10976.008309599998,100.0
4000,11606.991326550002,100.0
5000,12101.017633579999,100.0
6000,12131.908556750002,100.0
7000,12775.802904085716,100.0
8000,12521.9477196375,100.0
9000,12567.01007232222,100.0
10000,12959.66226412,100.0
11000,12705.23789848,100.0
12000,12823.15600599,100.0
13000,13298.087866110001,100.0
14000,13325.65296947,100.0
15000,13270.92680798,100.0
16000,13097.907968350002,100.0
17000,12646.074891410002,100.0
18000,13010.621109110001,100.0
19000,12436.754814959997,100.0
20000,11775.64673136,100.0
21000,11669.413117100003,100.0
22000,11349.660789870002,100.0
23000,11895.225129340002,100.0
24000,11921.619146480001,100.0
25000,11615.04265652,99.79
26000,11992.45406439,99.79
27000,12071.114851970002,99.79
28000,11849.433984910003,99.79
29000,12195.200032850002,99.79
30000,12548.47018164,99.79
31000,12777.70583966,99.79
32000,13141.47333558,99.79
33000,13018.41193513,99.79
34000,12616.64641363,99.79
35000,12949.82551736,100.0
36000,13403.28941873,100.0
37000,13236.30618394,100.0
38000,13248.62085414,100.0
39000,13690.165013090002,100.0
40000,13828.55825986,100.0
41000,13826.531306839997,100.0
42000,13653.79675452,100.0
43000,13481.85099596,100.0
44000,13557.382193779998,100.0
45000,13044.453820329998,100.0
46000,12415.705239090003,100.0
47000,12555.787901490003,100.0
48000,12002.22313798,100.0
49000,11933.47338333,100.0
50000,11715.650899719998,99.85
51000,11100.877413170003,99.85
52000,11265.460100179997,99.85
53000,10911.15547325,99.64
54000,11001.48591543,99.64
55000,11158.70131768,99.64
56000,10450.00557614,99.64
57000,10526.017862699999,99.64
58000,11128.77581187,99.64
59000,10545.523704890002,99.46
60000,10736.813196690002,99.61
61000,11311.602217789998,99.61
62000,11081.124487699999,99.61
63000,11777.069711780001,99.82
64000,11936.436376560003,99.82
65000,12222.398810079996,99.82
66000,13116.25586626,99.82
67000,13212.803773090001,99.82
68000,13097.577854629999,99.82
69000,13354.978733540003,100.0
70000,13431.3412113,100.0
71000,13093.656794810002,100.0
72000,13539.324984140001,100.0
73000,13167.646568129998,100.0
74000,12667.608591320002,100.0
75000,12525.829923319998,100.0
76000,12252.257399439997,100.0
77000,11730.179018460003,100.0
78000,11716.294908110001,100.0
79000,11332.902357179999,100.0
80000,11305.09278446,100.0
81000,11478.070794069998,100.0
82000,11217.745964,100.0
83000,11342.365414309998,100.0
84000,11797.266923480001,100.0
85000,12087.779077469997,100.0
86000,11931.042492750003,100.0
87000,12337.13390811,100.0
88000,12638.16153432,100.0
89000,13040.39822506,100.0
90000,13037.18849974,100.0
91000,13276.099610860001,100.0
92000,13819.409880789997,100.0
93000,13781.475843560002,100.0
94000,13458.928242240001,100.0
95000,13104.913076689998,100.0
96000,13510.002081459997,100.0
97000,13289.394898660004,100.0
98000,13044.27991444,100.0
99000,13399.80314856,100.0
100000,13079.282829769998,100.0
101000,12835.534949379999,100.0
102000,12439.498167089996,100.0
103000,12144.01138515,100.0
104000,12430.727093349999,100.0
105000,12617.176039219998,100.0
106000,12612.77492134,100.0
107000,12434.0471841,100.0
108000,12537.39867286,100.0
109000,12675.80974612,100.0
110000,12259.340312710001,100.0
111000,11991.34001481,100.0
112000,11572.918243579998,100.0
113000,10995.49313741,100.0
114000,10740.548509340002,100.0
115000,10351.726045200003,100.0
116000,10151.106539819999,100.0
117000,10840.1939593,100.0
118000,10771.593220469998,100.0
119000,10631.714373279998,100.0
120000,11007.704861879998,100.0
121000,11195.69958086,100.0
122000,11757.29270188,100.0
123000,12237.764343199997,100.0
124000,12230.441434970002,100.0
125000,12224.857922839998,100.0
126000,11816.81290833,100.0
127000,11741.63671538,100.0
128000,11683.381658649998,100.0
129000,11601.750528410003,100.0
130000,12186.097632419998,100.0
131000,11987.56973974,100.0
132000,12025.74292101,100.0
133000,12404.390129860001,100.0
134000,12728.15158444,100.0
135000,13048.935609270002,100.0
136000,13397.740607250002,100.0
137000,13356.69587283,100.0
138000,13328.04730877,100.0
139000,13336.712200400001,100.0
140000,13039.294647729997,100.0
141000,13612.741652430004,100.0
142000,13385.200798620002,100.0
143000,13347.544731400003,100.0
144000,13435.179874419999,100.0
145000,13555.401836169998,100.0
146000,13409.961641969998,100.0
147000,13022.570534499997,100.0
148000,12975.30947344,100.0
149000,13085.21645762,100.0
150000,12651.143172370003,100.0
151000,12103.689241070002,100.0
152000,11930.29875298,100.0
153000,11328.77435351,100.0
154000,11345.559045,100.0
155000,10693.023100039998,100.0
156000,10977.83421724,100.0
157000,11502.319985420003,100.0
158000,11725.5376256,100.0
159000,11566.985964069998,100.0
160000,11863.672182389999,100.0
161000,12000.80782495,100.0
162000,11883.331539690002,100.0
163000,12196.667264700001,100.0
164000,12186.60140305,100.0
165000,12624.012316159997,99.96
166000,12573.594452099998,99.74
167000,12445.409915889997,99.74
168000,12164.44227044,99.74
169000,11775.899828030002,99.74
170000,11792.66185141,99.5
171000,12126.12059881,99.5
172000,12719.159403709997,99.5
173000,12809.585778559998,99.5
174000,12725.18740032,99.54
175000,12505.1076933,99.54
176000,12630.439117570002,99.76
177000,12514.443861060001,99.76
178000,12965.542550990001,99.76
179000,13249.988020600002,99.76
180000,13424.3943378,100.0
181000,13361.681787099998,100.0
182000,13233.37506036,100.0
183000,13263.488464920001,100.0
184000,13330.01617576,100.0
185000,13663.268171810003,100.0
186000,13483.35986854,100.0
187000,13461.2100756,100.0
188000,13264.512053250002,100.0
189000,13147.20589384,100.0
190000,13049.293141570002,100.0
191000,12515.634473289998,99.75
192000,12492.293377119997,99.75
193000,12398.65904829,99.75
194000,12465.2452892,99.75
195000,12360.068211330003,99.75
196000,12104.259783950003,99.75
197000,12252.856236459997,99.75
198000,12666.986028450001,99.75
199000,12596.373711450002,99.75
200000,12528.313499430002,99.75
