timestep,mean_reward_last_100,mean_episode_length_last_100,mean_loss_last_100
1000,5749.0476283399985,5.56,4.392992509735955
2000,4655.280304604827,5.95,2.005098851951393
3000,5417.6692212162025,5.82,1.287162618977683
4000,3555.9843417100874,5.73,0.8099602203111391
5000,5605.118169659461,5.62,-0.7224253134060932
6000,4274.356055439169,5.79,-2.634061052799225
7000,5935.708877522959,5.23,-2.323678697347641
8000,6515.7958126902995,5.01,-1.3794075548648834
9000,6674.114198349975,5.02,-2.2992000663280487
10000,5080.849817372687,5.21,-1.5626031881570817
11000,5173.286311970962,5.23,-0.09414845407009124
12000,5383.301328546119,5.15,-0.03776483535766602
13000,6248.630976299061,4.97,-1.2167041456699372
14000,5733.960855187208,5.02,-0.7414633023738861
15000,7260.763841165497,4.98,-1.3074031829833985
16000,7104.371184123611,5.22,-1.7163665062189102
17000,6058.337269879487,5.11,-1.3615886449813843
18000,5714.599012220889,5.34,-0.6762694382667541
19000,5921.612511719373,5.36,-1.4295517790317536
20000,5831.353916703105,5.03,-0.862144376039505
21000,6521.133131381733,5.03,-0.9708613622188568
22000,6729.809204731092,4.87,-1.0143990099430085
23000,5453.212157706997,4.78,-2.055120506286621
24000,6142.652179139384,4.86,-2.545339481830597
25000,4061.471542644549,4.74,-3.815556596517563
26000,6801.1517751654355,4.84,-5.181995244994759
27000,5733.460373883455,4.71,-4.422618676200509
28000,6107.453901932283,4.52,-3.682867265716195
29000,5992.353534980505,4.74,-3.852204342857003
30000,6551.119778968764,4.72,-3.3260814455896615
31000,6305.825044029461,4.8,-2.003568622842431
32000,6228.256599445343,4.67,-2.506770731210709
33000,5737.068553729985,4.73,-1.3786698988080024
34000,6722.618373585206,4.92,-1.1858208248019217
35000,6902.828487010678,4.79,-0.027717866599559784
36000,4903.816640228837,4.87,0.20739466398954393
37000,5505.778487939201,4.85,0.9112116095423698
38000,3957.5570211420713,4.53,0.489456741809845
39000,4253.024368385881,4.84,-0.7924697588384152
40000,5570.644007395217,4.68,-1.5845053480565547
41000,6571.751107838087,4.84,-2.291622316688299
42000,4477.770178875374,4.77,-2.2858877919614313
43000,6617.81190544346,4.78,-2.8949067901074885
44000,5538.368352158398,5.08,-2.361697987318039
45000,5014.365739239386,4.66,-1.5501832073926927
46000,6230.540734065022,4.55,-0.8075714763998986
47000,4348.580488135596,4.86,-1.1942488166689873
48000,5799.159721554435,4.63,-1.1966859105229377
49000,7349.167160004589,4.66,-1.6618417033553123
50000,6342.899540681076,4.7,-1.2040687576681375
51000,6406.539261732112,4.64,-2.231230387762189
52000,4327.833284201393,4.86,-1.7683747949358075
53000,5352.8801560158,4.83,-1.4712263479735703
54000,5890.904903572276,4.42,-1.393125915294513
55000,5547.96958062644,4.53,-0.6735270373430103
56000,4187.370959999171,4.8,0.15048090831376612
57000,5336.354858122092,4.62,0.7354125051293522
58000,4405.191370988459,4.46,1.2328663272410632
59000,5036.348813665445,4.72,1.765311344191432
60000,5621.967276092303,4.75,1.86745692178607
61000,5907.4440129107625,4.44,2.0688714349269866
62000,5099.675386078288,4.64,1.775246755182743
63000,5286.965275389828,4.59,1.4381596612930299
64000,7271.328884294631,4.87,0.08589695870876313
65000,4674.370577106392,4.81,-0.8692217224091291
66000,7151.693480952382,4.75,-1.420050952360034
67000,6091.6789709243,4.63,-1.3486385678499937
68000,6928.666650799103,4.83,-1.5779424800723791
69000,5199.622704774566,4.63,-0.7210863526910544
70000,7256.490580623374,4.64,-0.40130370199680326
71000,6777.236431315887,4.65,-0.4962321815639734
72000,5278.575101659653,4.5,-1.2123896894603967
73000,4621.361587053735,4.64,-1.568593651279807
74000,6217.151686421853,4.55,-0.9818349953740835
75000,4962.368491618557,4.62,-1.261286712139845
76000,4073.119553784536,4.86,-0.9940643148124217
77000,6762.593787699937,4.8,-1.2714257828891278
78000,8109.130391696763,4.83,-0.595893441438675
79000,4890.652677566211,4.58,0.27397529244422913
80000,5771.408815374605,4.58,0.42924290284514427
81000,5880.706157981138,4.73,0.16858756601810454
82000,4872.561694328407,4.6,1.1547305016219616
83000,5892.280380041484,4.55,2.1815474765002727
84000,4137.789192386149,4.61,1.3796441940963269
85000,6292.246382779678,4.76,1.4136838600039483
86000,6794.3419358320825,5.02,1.5953085137344898
87000,6086.177855105645,4.75,1.624813234899193
88000,7160.064616173821,4.87,0.8753605724312365
89000,5552.816813160614,4.74,1.796168956849724
90000,5498.778702042096,4.81,2.0912039600498975
91000,4933.122136432651,4.87,1.8457194093614817
92000,7661.204320630349,4.86,1.8306552252918482
93000,4388.4049404373145,6.67,2.837514702603221
94000,8571.417302907208,9.56,1.982982499524951
95000,9698.32689573045,13.74,2.0103713871538638
96000,9851.985872032908,19.33,1.6382240821421146
97000,11353.39681915246,30.31,1.0626122456789018
98000,14603.891760933519,40.17,0.6142785304784775
99000,17852.42042499296,50.02,0.15840635001659392
100000,20282.471278496625,58.47,-0.42080859482288363
101000,21304.771508805883,61.37,-0.4185337191820145
