timestep,mean_reward_last_100,mean_episode_length_last_100
1000,16873.360345,100.0
2000,14799.0995077,100.0
3000,14121.222847399997,100.0
4000,13952.972674025,100.0
5000,13153.000054839998,100.0
6000,13008.637564916668,100.0
7000,12610.84685965714,100.0
8000,12798.689267325,100.0
9000,12512.273683355555,100.0
10000,12328.25742482,100.0
11000,12226.80776387,99.61
12000,12161.5282152,99.61
13000,11909.40500888,99.61
14000,11864.938236990003,99.61
15000,11944.77966303,99.61
16000,11859.390793079998,99.61
17000,12157.856450929998,99.07
18000,12137.19898747,99.07
19000,12325.94245548,99.07
20000,12295.694382150003,99.07
21000,12100.203672130001,99.46
22000,11837.59874702,99.46
23000,11811.6816192,99.09
24000,11975.835988350002,99.09
25000,12557.535978320002,99.09
26000,12276.52026282,99.09
27000,12387.047455249996,99.63
28000,12405.12211888,99.63
29000,11886.780578019998,99.63
30000,11935.633980229999,99.63
31000,11817.61790146,99.63
32000,11826.890442670001,99.63
33000,12184.996750479999,99.92
34000,11615.577911449998,99.92
35000,11687.579756679997,99.92
36000,11684.29879538,99.92
37000,11512.518844119999,99.92
38000,11242.191889799999,99.92
39000,12008.11782034,99.92
40000,12038.398116769995,99.92
41000,12424.944962729998,99.92
42000,12531.138071779998,99.92
43000,12560.85455653,100.0
44000,12771.11224947,100.0
45000,12170.99418433,100.0
46000,12001.72517179,100.0
47000,12094.028313879999,100.0
48000,12039.52683632,100.0
49000,11080.714917069998,100.0
50000,10910.48024752,100.0
51000,10756.394142729998,100.0
52000,11298.365829179997,100.0
53000,11350.391608290001,100.0
54000,11921.708412209999,100.0
55000,12422.06880783,100.0
56000,12580.41311323,100.0
57000,12511.415026689998,100.0
58000,12683.83676038,100.0
59000,13014.937374940004,100.0
60000,13283.248510170002,100.0
61000,13284.896176060003,100.0
62000,13178.314798979998,100.0
63000,12983.695671989999,100.0
64000,12786.705238339999,100.0
65000,12654.568808500004,100.0
66000,12582.488053129997,100.0
67000,13225.31883661,100.0
68000,13139.546425430002,100.0
69000,13224.12575226,100.0
70000,13611.800330749998,100.0
71000,13441.86729533,100.0
72000,13369.02967021,100.0
73000,13888.653903169998,100.0
74000,13795.859956539998,100.0
75000,14012.20891697,100.0
76000,14334.680991480003,100.0
77000,13787.664953919999,100.0
78000,13702.48839179,100.0
79000,14159.28695266,100.0
80000,14428.549363229999,100.0
81000,14925.21441878,100.0
82000,14601.371443770002,100.0
83000,14568.146902049999,100.0
84000,13945.950972550001,100.0
85000,13624.336004650002,100.0
86000,13764.223252980002,100.0
87000,13941.683623219998,100.0
88000,13762.087499989997,100.0
89000,13925.02146154,100.0
90000,13024.30101851,100.0
91000,12575.98008917,100.0
92000,12772.926343109999,99.89
93000,12334.952399849999,99.89
94000,12648.361391879998,99.89
95000,12862.894855090002,99.89
96000,12764.470325279999,99.89
97000,12435.080347260002,99.89
98000,12806.995682010001,99.89
99000,12735.508911869998,99.89
100000,13039.024557030001,99.71
101000,12534.851925799998,99.71
102000,12491.212769969998,99.82
103000,12636.716960799999,99.82
104000,13057.199251079997,99.82
105000,12522.58936459,99.82
106000,12739.92440086,99.82
107000,12869.061389729997,99.45
108000,13184.02356855,99.45
109000,12886.79417799,99.45
110000,12868.70895658,99.63
111000,13279.29925809,99.63
112000,13322.923154860002,99.63
113000,13220.84865565,99.63
114000,13207.637272259999,99.63
115000,13835.75959446,99.63
116000,13854.106917609999,99.63
117000,14039.607187560001,100.0
118000,13307.247039389998,100.0
119000,12908.9223612,100.0
120000,13333.340332259999,100.0
121000,13024.361991589998,100.0
122000,13243.6325855,100.0
123000,13793.117426840001,100.0
124000,13536.36868711,100.0
125000,13794.092065570003,100.0
126000,13818.917805509998,100.0
127000,13434.271697450004,100.0
128000,13512.053529179999,100.0
129000,14609.503274760003,100.0
130000,14768.57764861,100.0
131000,14474.217494709997,100.0
132000,14342.45891635,100.0
133000,13917.921062440004,100.0
134000,13862.832835400002,100.0
135000,13425.80296082,100.0
136000,13651.736186869997,100.0
137000,13411.126881580001,100.0
138000,14008.40863065,100.0
139000,13074.739103820002,100.0
140000,12928.531591129997,100.0
141000,13677.580082220004,100.0
142000,13877.493574330003,100.0
143000,13584.473582620001,100.0
144000,14019.64124484,100.0
145000,13982.368519869999,100.0
146000,13506.49277987,100.0
147000,14586.923256589998,100.0
148000,14226.59613998,100.0
149000,14617.23741031,100.0
150000,14320.08700158,99.43
151000,13952.299834689999,99.43
152000,13599.03746853,99.43
153000,13644.097870220001,99.43
154000,13374.198267419997,99.43
155000,12645.839726580001,99.43
156000,12978.99287814,99.43
157000,12694.645426900002,99.43
158000,13131.1078247,99.43
159000,12821.197316440002,99.43
160000,13364.807498070002,100.0
161000,13677.984847010002,99.83
162000,13961.93514809,99.83
163000,14036.28486643,99.83
164000,13996.412435999997,99.83
165000,14781.37922791,99.83
166000,14608.103249490003,99.83
167000,14210.009581229999,99.83
168000,14300.7473308,99.83
169000,15101.63986624,99.83
170000,14505.746716349999,99.83
171000,13762.174337709997,100.0
172000,13644.058992620003,100.0
173000,13357.49266834,100.0
174000,13667.947697979998,100.0
175000,13426.32685575,100.0
176000,13331.931445539998,99.99
177000,13631.075684479998,99.99
178000,13548.839718360003,99.99
179000,12675.360197189997,99.99
180000,13093.356062349998,99.99
181000,14049.766855090002,99.99
182000,13876.704536809999,99.99
183000,13777.81432366,99.99
184000,13654.65325695,99.99
185000,13329.512464439998,99.99
186000,12916.84581036,100.0
187000,12602.123970949999,100.0
188000,11883.81374635,100.0
189000,12210.155446870001,100.0
190000,12291.022644850002,100.0
191000,11453.26111086,100.0
192000,11610.025564400003,100.0
193000,12198.164302370002,100.0
194000,12122.21484744,100.0
195000,12547.154777440002,100.0
196000,12727.74511296,100.0
197000,12646.6216992,100.0
198000,13211.373208779998,100.0
199000,13302.665931230002,100.0
200000,13493.303788959998,100.0
