timestep,mean_reward_last_100,mean_episode_length_last_100
1000,13434.8810417,100.0
2000,13025.237908800002,100.0
3000,12373.200573033333,100.0
4000,12410.693074525,100.0
5000,12945.330023919998,100.0
6000,12667.200732166666,100.0
7000,12578.147886214283,100.0
8000,12549.634193587499,100.0
9000,11915.17598721111,100.0
10000,11581.86861765,100.0
11000,11699.30143505,100.0
12000,11760.948180850002,99.84
13000,11850.22271039,99.84
14000,11366.220750499999,99.84
15000,10771.861349170002,99.84
16000,10810.112635639998,99.84
17000,10500.860841380001,99.84
18000,10760.77610648,99.84
19000,11610.147051290003,99.84
20000,12116.192348420002,99.84
21000,11803.330059020001,99.84
22000,11783.42217389,100.0
23000,11552.746290820001,100.0
24000,11898.844720760004,100.0
25000,12071.78100413,99.92
26000,12729.65674184,99.92
27000,12907.582207920004,99.74
28000,12387.273690920001,99.74
29000,12188.815387240002,99.74
30000,11739.099516039998,99.74
31000,11631.199794970002,99.74
32000,11610.34994796,99.74
33000,11663.625059590002,99.54
34000,12189.787968949999,99.54
35000,12289.09207309,99.34
36000,11867.593904710002,99.34
37000,12053.180822329996,99.52
38000,12422.588691290002,99.52
39000,12235.306369780003,99.52
40000,12581.958838410002,99.52
41000,12922.04115239,99.52
42000,13418.89522928,99.52
43000,13407.842472730003,99.72
44000,13207.284098430002,99.72
45000,13017.02915334,100.0
46000,12975.033517770002,100.0
47000,12761.46826584,100.0
48000,12779.65563253,100.0
49000,13076.351146949997,100.0
50000,13162.79529349,100.0
51000,13162.26084806,100.0
52000,12630.393554449998,100.0
53000,12950.728605829996,100.0
54000,12686.744253930001,100.0
55000,12581.582245059999,100.0
56000,12350.16105481,100.0
57000,12737.59255305,100.0
58000,12615.47925756,100.0
59000,12535.540128450002,100.0
60000,12366.23943701,100.0
61000,12390.22797652,100.0
62000,11984.57678759,100.0
63000,12439.765606259996,100.0
64000,12869.6402209,100.0
65000,12865.132502569999,100.0
66000,12873.677269979999,100.0
67000,12743.128264899999,100.0
68000,13216.951220409997,100.0
69000,12640.968875530001,100.0
70000,12903.42853377,100.0
71000,13040.61880599,100.0
72000,13676.00882332,100.0
73000,13623.973019570003,100.0
74000,13593.027772540001,100.0
75000,14691.025797840002,100.0
76000,14990.40904596,100.0
77000,14658.91144079,100.0
78000,14684.368378229998,100.0
79000,15548.210925569998,100.0
80000,15848.521141330002,100.0
81000,15666.86413757,100.0
82000,16074.910554740003,100.0
83000,15854.26562964,100.0
84000,15591.064535730004,100.0
85000,15436.460762470002,100.0
86000,15584.577126220001,100.0
87000,16069.55917296,100.0
88000,15903.98162962,100.0
89000,15953.47912586,100.0
90000,15806.505040779999,100.0
91000,15905.961069770005,100.0
92000,15370.889392590003,100.0
93000,15047.25917382,100.0
94000,15518.45467355,100.0
95000,14723.289000929999,100.0
96000,14317.549407799997,100.0
97000,14417.200783149998,100.0
98000,13793.830061699999,100.0
99000,13264.162346989997,100.0
100000,13190.2183471,100.0
